x;y
-0.473663;47.8677
-0.509662;47.8894
-0.545084;47.9225
-0.580321;47.9562
-0.615998;47.9791
-0.651191;48.0132
-0.686441;48.0473
-0.722139;48.0705
-0.75751;48.1047
-0.79348;48.1277
-0.829044;48.1617
-0.864668;48.1958
-0.900881;48.2187
-0.945343;48.2417
-0.981872;48.264
-1.01792;48.2976
-1.06254;48.3207
-1.09909;48.3434
-1.13517;48.3775
-1.17171;48.4006
-1.20772;48.4353
-1.25244;48.459
-1.2891;48.4824
-1.33389;48.5063
-1.37056;48.5301
-1.4073;48.5539
-1.45182;48.589
-1.48869;48.6129
-1.52568;48.6366
-1.57086;48.6607
-1.60813;48.6838
-1.65347;48.7077
-1.69081;48.7311
-1.73633;48.7549
-1.7737;48.7787
-1.81917;48.8032
-1.85672;48.8269
-1.9024;48.851
-1.94002;48.8749
-1.98583;48.8991
-2.02346;48.9236
-2.06921;48.9487
-2.10688;48.9738
-2.15275;48.9992
-2.19107;49.013
-2.2371;49.0384
-2.28318;49.064
-2.32126;49.0892
-2.36799;49.1035
-2.40622;49.1287
-2.45267;49.154
-2.49149;49.1682
-2.5381;49.1936
-2.58481;49.2187
-2.63208;49.2326
-2.67083;49.2574
-2.71824;49.2715
-2.75715;49.2961
-2.80473;49.31
-2.85239;49.3237
-2.89152;49.3484
-2.9393;49.3625
-2.98714;49.3768
-3.0346;49.4023
-3.07448;49.4162
-3.12254;49.4309
-3.16258;49.4451
-3.21035;49.4705
-3.25867;49.4849
-3.29894;49.499
-3.34742;49.5134
-3.39597;49.5277
-3.4446;49.542
-3.4852;49.5557
-3.53398;49.5694
-3.58284;49.5834
-3.62367;49.5974
-3.67268;49.6113
-3.72177;49.6253
-3.77142;49.6285
-3.81257;49.6428
-3.86192;49.6573
-3.91134;49.6717
-3.95321;49.6749
-4.00281;49.6896
-4.04435;49.7036
-4.09408;49.7179
-4.14437;49.7212
-4.18611;49.7348
-4.2365;49.7376
-4.27834;49.7507
-4.32889;49.7535
-4.37906;49.7675
-4.42114;49.7809
-4.47185;49.7832
-4.52265;49.7858
-4.56497;49.7993
-4.61591;49.8018
-4.66647;49.8154
-4.7094;49.8173
-4.76056;49.8198
-4.8114;49.8338
-4.85469;49.8365
-4.90613;49.8393
-4.95819;49.8314
-5.00128;49.8453
-5.05304;49.8485
-5.10491;49.8518
-5.1487;49.8546
-5.20072;49.8579
-5.25278;49.8609
-5.2968;49.8637
-5.34893;49.8663
-5.39338;49.8572
-5.44546;49.8591
-5.48944;49.8604
-5.5416;49.8621
-5.59382;49.8637
-5.63809;49.8654
-5.6906;49.8676
-5.74347;49.8581
-5.78782;49.8593
-5.84035;49.8609
-5.88541;49.8513
-5.938;49.8527
-5.98288;49.8422
-6.03547;49.8431
-6.08052;49.8327
-6.13335;49.834
-6.17798;49.8345
-6.23112;49.8239
-6.27573;49.8241
-6.32883;49.8131
-6.37333;49.8126
-6.4266;49.8018
-6.4718;49.7905
-6.52464;49.7906
-6.56986;49.7791
-6.62271;49.7789
-6.6678;49.7669
-6.71293;49.7549
-6.76591;49.7546
-6.81121;49.7428
-6.8645;49.7308
-6.90987;49.7189
-6.95467;49.7177
-7.008;49.7056
-7.05342;49.6934
-7.09887;49.6813
-7.15248;49.6694
-7.19738;49.668
-7.24287;49.6556
-7.29634;49.6432
-7.34156;49.63
-7.37851;49.6162
-7.43139;49.6024
-7.47626;49.5883
-7.52115;49.5743
-7.56606;49.5603
-7.61091;49.546
-7.6556;49.5314
-7.70023;49.5167
-7.74487;49.5019
-7.78122;49.4864
-7.82581;49.4715
-7.87032;49.4563
-7.90645;49.4403
-7.95072;49.4247
-7.98716;49.4092
-8.03136;49.3933
-8.06745;49.3771
-8.11188;49.3616
-8.14809;49.3456
-8.18442;49.3297
-8.22869;49.3138
-8.26474;49.2974
-8.30082;49.281
-8.33691;49.2646
-8.37291;49.248
-8.40827;49.2422
-8.44419;49.2254
-8.48003;49.2085
-8.51587;49.1915
-8.55151;49.1743
-8.58705;49.1568
-8.62214;49.1505
-8.64947;49.1325
-8.68493;49.1149
-8.7206;49.0976
-8.74795;49.0797
-8.78307;49.0733
-8.81856;49.0557
-8.84594;49.0377
-8.88144;49.0201
-8.90825;49.0131
-8.94345;48.995
-8.97053;48.9765
-8.99782;48.9583
-9.03256;48.9513
-9.05965;48.9329
-9.09486;48.9147
-9.12149;48.9074
-9.14849;48.8887
-9.1835;48.8703
-9.20192;48.8624
-9.23684;48.8437
-9.26317;48.8359
-9.28997;48.8169
-9.31667;48.7978
-9.35137;48.7788
-9.3775;48.7706
-9.40398;48.7512
-9.43036;48.7316
-9.45628;48.7231
-9.48266;48.7034
-9.50904;48.6838
-9.53543;48.6642
-9.56947;48.656
-9.59597;48.6366
-9.62236;48.6169
-9.64829;48.6084
-9.6828;48.5891
-9.7092;48.5695
-9.7356;48.5499
-9.762;48.5303
-9.78805;48.5219
-9.81457;48.5024
-9.84909;48.4831
-9.8755;48.4635
-9.90213;48.4442
-9.93642;48.4363
-9.96294;48.4168
-9.98936;48.3972
-10.0241;48.3782
-10.0502;48.3698
-10.0847;48.3505
-10.1111;48.3309
-10.1376;48.3112
-10.172;48.2917
-10.1984;48.2721
-10.225;48.2526
-10.2598;48.2338
-10.2865;48.2144
-10.3209;48.2067
-10.3477;48.1875
-10.3825;48.1685
-10.4091;48.149
-10.4436;48.1296
-10.4698;48.1097
-10.5043;48.0902
-10.5305;48.0702
-10.5647;48.0504
-10.5909;48.0305
-10.6253;48.0108
-10.6516;47.991
-10.6858;47.983
-10.7123;47.9633
-10.7473;47.9328
-10.7738;47.9132
-10.8085;47.894
-10.835;47.8745
-10.8695;47.855
-10.8957;47.835
-10.9302;47.8155
-10.9565;47.7957
-10.991;47.7762
-11.0172;47.7562
-11.0516;47.7366
-11.0778;47.7166
-11.1123;47.6971
-11.1387;47.6773
-11.173;47.6576
-11.1991;47.6375
-11.2335;47.6178
-11.2597;47.5978
-11.294;47.578
-11.32;47.5577
-11.346;47.5374
-11.38;47.5173
-11.406;47.497
-11.44;47.4769
-11.4659;47.4565
-11.492;47.4364
-11.5261;47.4164
-11.5523;47.3962
-11.5864;47.3763
-11.6125;47.3561
-11.6387;47.336
-11.6727;47.3159
-11.6986;47.2954
-11.7326;47.2753
-11.7582;47.2546
-11.7843;47.2227
-11.8182;47.2025
-11.8441;47.182
-11.878;47.1617
-11.9038;47.1411
-11.9296;47.1205
-11.9636;47.1004
-11.9893;47.0798
-12.0152;47.0594
-12.0494;47.0394
-12.0753;47.019
-12.1093;46.9989
-12.135;46.9783
-12.1608;46.9577
-12.1946;46.9372
-12.2204;46.9166
-12.2543;46.8964
-12.2799;46.8756
-12.3057;46.855
-12.3396;46.8348
-12.3654;46.8142
-12.3992;46.7939
-12.425;46.7733
-12.4589;46.753
-12.4853;46.7215
-12.5193;46.7014
-12.5451;46.6808
-12.5791;46.6606
-12.6051;46.6403
-12.6391;46.6202
-12.665;46.5998
-12.6991;46.5796
-12.7251;46.5593
-12.7591;46.5392
-12.7849;46.5186
-12.8191;46.4871
-12.8449;46.4665
-12.8787;46.4461
-12.9045;46.4255
-12.9384;46.4052
-12.9646;46.3735
-13.0063;46.3648
-13.0329;46.3335
-13.0673;46.3139
-13.0934;46.2937
-13.1277;46.2739
-13.1537;46.2536
-13.1886;46.2228
-13.2147;46.2026
-13.2491;46.1829
-13.2837;46.1634
-13.3102;46.1437
-13.3528;46.1245
-13.3794;46.1047
-13.4145;46.0742
-13.4489;46.0545
-13.4752;46.0345
-13.5101;46.0037
-13.5446;45.9842
-13.5709;45.9641
-13.6053;45.9445
-13.6402;45.9137
-13.6744;45.8938
-13.7087;45.874
-13.7353;45.8542
-13.7702;45.8234
-13.7965;45.8034
-13.8309;45.7837
-13.866;45.7532
-13.8926;45.7334
-13.9272;45.714
-13.9624;45.6835
-13.9971;45.6641
-14.0319;45.6448
-14.0584;45.6251
-14.0933;45.5942
-14.1279;45.5747
-14.1543;45.5548
-14.1893;45.5241
-14.2239;45.5045
-14.2508;45.4735
-14.2853;45.454
-14.32;45.4345
-14.3551;45.4038
-14.3813;45.3837
-14.4157;45.3639
-14.4506;45.3331
-14.4766;45.3128
-14.5114;45.2818
-14.5459;45.2621
-14.5721;45.2419
-14.6071;45.2112
-14.6417;45.1916
-14.6768;45.1611
-14.7035;45.1414
-14.7387;45.1109
-14.7734;45.0915
-14.8081;45.072
-14.835;45.041
-14.8696;45.0214
-14.9045;44.9906
-14.9307;44.9704
-14.9738;44.9399
-14.9999;44.9195
-15.0346;44.8885
-15.069;44.8686
-15.0958;44.8375
-15.13;44.8175
-15.1646;44.7863
-15.1907;44.766
-15.2256;44.7351
-15.2604;44.7041
-15.2946;44.6841
-15.3212;44.6527
-15.3555;44.6328
-15.3903;44.6018
-15.417;44.5705
-15.4513;44.5506
-15.4862;44.5197
-15.5204;44.4997
-15.547;44.4683
-15.5816;44.4371
-15.6161;44.4174
-15.6509;44.3864
-15.6852;44.3665
-15.7121;44.3353
-15.747;44.3045
-15.7813;44.2846
-15.8083;44.2535
-15.8426;44.2336
-15.8773;44.2025
-15.9114;44.1823
-15.9459;44.151
-15.9722;44.1193
-16.006;44.0989
-16.0403;44.0673
-16.0668;44.0358
-16.1008;44.0155
-16.1353;43.9842
-16.1617;43.9641
-16.1964;43.933
-16.231;43.9019
-16.2658;43.8709
-16.2919;43.8505
-16.3266;43.8194
-16.3608;43.7993
-16.3874;43.7678
-16.4216;43.7478
-16.448;43.7162
-16.4824;43.6963
-16.5171;43.6651
-16.5434;43.6334
-16.5773;43.6131
-16.6117;43.5817
-16.638;43.5499
-16.6718;43.5294
-16.6979;43.4974
-16.7318;43.4771
-16.7578;43.4451
-16.7916;43.4246
-16.8178;43.3927
-16.8516;43.3723
-16.8776;43.3402
-16.9119;43.3087
-16.9375;43.2878
-16.9634;43.2556
-16.9969;43.2349
-17.0228;43.2027
-17.0565;43.1821
-17.0825;43.1501
-17.1161;43.1294
-17.1419;43.0972
-17.1756;43.0766
-17.2016;43.0446
-17.2273;43.0238
-17.2615;42.9921
-17.2869;42.971
-17.321;42.9393
-17.3466;42.9184
-17.372;42.8974
-17.4058;42.8652
-17.4315;42.8329
-17.4647;42.8118
-17.4901;42.7792
-17.5153;42.7579
-17.5486;42.7369
-17.5743;42.7046
-17.5996;42.6834
-17.6332;42.6627
-17.6588;42.6302
-17.6839;42.6089
-17.7177;42.5768
-17.743;42.5556
-17.7767;42.5235
-17.802;42.5023
-17.8275;42.4814
-17.8536;42.4493
-17.8873;42.4287
-17.9133;42.3967
-17.9391;42.3761
-17.9729;42.3556
-17.9988;42.3234
-18.0325;42.3028
-18.0587;42.2709
-18.0841;42.2499
-18.1175;42.229
-18.143;42.1965
-18.1684;42.1754
-18.1937;42.1542
-18.2274;42.1221
-18.2525;42.1006
-18.2776;42.0793
-18.3113;42.0472
-18.3371;42.0149
-18.3624;41.9937
-18.3878;41.9726
-18.4134;41.9402
-18.4387;41.919
-18.4724;41.8984
-18.498;41.8774
-18.5239;41.8453
-18.5493;41.8242
-18.5829;41.8036
-18.609;41.7716
-18.6345;41.7507
-18.6681;41.73
-18.694;41.6978
-18.7192;41.6766
-18.7445;41.6554
-18.7704;41.6232
-18.8038;41.6024
-18.829;41.5811
-18.8622;41.5601
-18.888;41.5277
-18.9134;41.5067
-18.9387;41.4855
-18.9647;41.4534
-18.9903;41.4325
-19.024;41.4119
-19.0496;41.391
-19.0754;41.3588
-19.109;41.3381
-19.1342;41.3168
-19.1593;41.2954
-19.1849;41.263
-19.2101;41.2417
-19.2354;41.2205
-19.2611;41.1882
-19.2867;41.1672
-19.3205;41.1468
-19.3462;41.126
-19.3722;41.094
-19.3978;41.073
-19.4314;41.0525
-19.4575;41.0204
-19.483;40.9995
-19.5086;40.9786
-19.5341;40.9576
-19.5597;40.9367
-19.5857;40.9047
-19.6112;40.8836
-19.6366;40.8626
-19.6625;40.8304
-19.696;40.8097
-19.7213;40.7885
-19.7471;40.7561
-19.7724;40.7349
-19.7977;40.7137
-19.8227;40.6923
-19.848;40.6711
-19.8739;40.6389
-19.8992;40.6177
-19.9245;40.5965
-19.9499;40.5754
-19.9758;40.5433
-20.0013;40.5223
-20.0269;40.5014
-20.0524;40.4805
-20.0781;40.4597
-20.1043;40.4278
-20.13;40.407
-20.1639;40.3867
-20.1897;40.3661
-20.2154;40.3453
-20.2408;40.3242
-20.2667;40.2921
-20.2922;40.271
-20.3174;40.2498
-20.3427;40.2286
-20.368;40.2074
-20.3938;40.1751
-20.4192;40.1541
-20.4445;40.1329
-20.4699;40.1118
-20.4952;40.0906
-20.5209;40.0583
-20.5461;40.037
-20.5711;40.0155
-20.5961;39.994
-20.6214;39.9728
-20.647;39.9404
-20.6725;39.9193
-20.6902;39.8868
-20.7157;39.8658
-20.7412;39.8448
-20.7668;39.8239
-20.7922;39.8028
-20.8184;39.7709
-20.8439;39.75
-20.8695;39.7291
-20.8949;39.708
-20.9208;39.6759
-20.9462;39.6548
-20.9719;39.6223
-20.9969;39.6009
-21.022;39.5795
-21.0472;39.5582
-21.0729;39.5259
-21.0984;39.5048
-21.1239;39.4839
-21.1493;39.4629
-21.1754;39.4308
-21.2008;39.4098
-21.2261;39.3886
-21.252;39.3564
-21.2771;39.335
-21.3023;39.3137
-21.3276;39.2925
-21.3533;39.2602
-21.3786;39.239
-21.4038;39.2177
-21.4294;39.1852
-21.4547;39.164
-21.4806;39.1319
-21.5059;39.1107
-21.5313;39.0896
-21.5653;39.0578
-21.5907;39.0367
-21.616;39.0155
-21.6413;38.9943
-21.6671;38.962
-21.6923;38.9408
-21.7181;38.9085
-21.7435;38.8874
-21.7774;38.8555
-21.8025;38.8341
-21.828;38.8131
-21.8539;38.7809
-21.8791;38.7597
-21.9044;38.7385
-21.9383;38.7066
-21.9634;38.6852
-21.9889;38.6642
-22.0148;38.632
-22.0402;38.6109
-22.0661;38.5788
-22.0915;38.5577
-22.1257;38.526
-22.1511;38.5049
-22.1765;38.4839
-22.2021;38.4514
-22.2273;38.4301
-22.253;38.3978
-22.2868;38.3657
-22.3121;38.3445
-22.3375;38.3234
-22.3634;38.2912
-22.3971;38.2706
-22.4232;38.2387
-22.4488;38.2178
-22.4745;38.197
-22.5085;38.1652
-22.5343;38.1329
-22.5594;38.1116
-22.5927;38.0906
-22.618;38.0579
-22.643;38.0364
-22.6685;38.0038
-22.6935;37.9824
-22.7187;37.9611
-22.7441;37.9285
-22.7779;37.8964
-22.8033;37.8753
-22.8286;37.8541
-22.8543;37.8218
-22.8799;37.8009
-22.9059;37.7689
-22.9394;37.7481
-22.9649;37.7271
-22.9906;37.6948
-23.0159;37.6736
-23.0496;37.6415
-23.0748;37.6201
-23.1007;37.588
-23.126;37.5668
-23.1594;37.5459
-23.185;37.5135
-23.2106;37.4926
-23.2447;37.4609
-23.2703;37.4399
-23.2958;37.419
-23.3219;37.387
-23.3553;37.3661
-23.381;37.3338
-23.4062;37.3125
-23.4401;37.2805
-23.4652;37.2592
-23.4907;37.2266
-23.5158;37.2053
-23.5411;37.1841
-23.5749;37.152
-23.6001;37.1308
-23.634;37.0988
-23.6593;37.0776
-23.6851;37.0453
-23.7105;37.0242
-23.7442;37.0037
-23.7699;36.9713
-23.7954;36.9503
-23.8214;36.9182
-23.8551;36.8976
-23.881;36.8655
-23.9063;36.8443
-23.9401;36.8123
-23.9656;36.7912
-23.9913;36.7589
-24.0247;36.7381
-24.0506;36.7059
-24.0759;36.6847
-24.1099;36.6529
-24.1353;36.6318
-24.1609;36.6109
-24.1949;36.579
-24.2285;36.5468
-24.2538;36.5256
-24.2795;36.4933
-24.3129;36.4725
-24.3386;36.44
-24.3637;36.4187
-24.3976;36.3867
-24.4235;36.3546
-24.4572;36.334
-24.483;36.3018
-24.5166;36.2811
-24.5426;36.249
-24.5682;36.2281
-24.6023;36.1964
-24.6278;36.1753
-24.6616;36.1434
-24.6871;36.1223
-24.7128;36.09
-24.7468;36.0582
-24.772;36.0368
-24.8056;36.0046
-24.8313;35.9723
-24.8565;35.951
-24.8903;35.919
-24.9158;35.8979
-24.9496;35.866
-24.9751;35.8449
-25.0092;35.8132
-25.0346;35.7922
-25.0684;35.7601
-25.0941;35.7278
-25.1275;35.7069
-25.1533;35.6746
-25.1787;35.6535
-25.2126;35.6216
-25.2379;35.6004
-25.2717;35.5684
-25.2972;35.5473
-25.3312;35.5155
-25.3567;35.4946
-25.3906;35.4626
-25.4159;35.4414
-25.4418;35.4092
-25.4755;35.3887
-25.5014;35.3565
-25.5267;35.3353
-25.5604;35.3032
-25.5857;35.282
-25.6196;35.25
-25.645;35.229
-25.6709;35.1968
-25.7043;35.1759
-25.7299;35.1435
-25.7552;35.1223
-25.7809;35.1015
-25.8069;35.0695
-25.8405;35.0487
-25.8656;35.0274
-25.8914;34.9951
-25.9167;34.9739
-25.9424;34.9416
-25.9677;34.9204
-25.993;34.8992
-26.0184;34.8781
-26.0442;34.8458
-26.0695;34.8246
-26.0949;34.8036
-26.1208;34.7714
-26.1462;34.7503
-26.1797;34.7296
-26.2052;34.7085
-26.2306;34.6875
-26.2564;34.6552
-26.2815;34.6338
-26.2988;34.6124
-26.3241;34.5912
-26.3498;34.5589
-26.3753;34.5379
-26.4006;34.5167
-26.4258;34.4955
-26.4511;34.4743
-26.4769;34.442
-26.5023;34.4209
-26.5276;34.3997
-26.553;34.3787
-26.5788;34.3464
-26.6042;34.3253
-26.6296;34.3042
-26.6549;34.283
-26.6807;34.2507
-26.706;34.2295
-26.7311;34.2082
-26.7563;34.1869
-26.7814;34.1655
-26.7992;34.133
-26.8243;34.1117
-26.8496;34.0905
-26.875;34.0694
-26.9005;34.0484
-26.9259;34.0273
-26.9516;33.995
-26.9769;33.9738
-27.0021;33.9525
-27.0274;33.9313
-27.0527;33.9101
-27.07;33.8887
-27.0959;33.8565
-27.1214;33.8356
-27.147;33.8147
-27.1724;33.7936
-27.198;33.7727
-27.2234;33.7516
-27.2488;33.7305
-27.2747;33.6984
-27.2999;33.677
-27.3252;33.6558
-27.3423;33.6343
-27.3678;33.6132
-27.393;33.592
-27.4187;33.5596
-27.4439;33.5384
-27.4613;33.517
-27.4867;33.4959
-27.5122;33.475
-27.5377;33.4539
-27.563;33.4327
-27.5885;33.4118
-27.6063;33.3793
-27.6317;33.3582
-27.6572;33.3372
-27.6824;33.316
-27.6997;33.2946
-27.7256;33.2624
-27.7509;33.2412
-27.7762;33.22
-27.8014;33.1987
-27.8265;33.1773
-27.8437;33.1558
-27.8693;33.1234
-27.8944;33.102
-27.9196;33.0807
-27.9369;33.0593
-27.9622;33.0381
-27.9882;33.0061
-28.0138;32.9851
-28.0394;32.9642
-28.0649;32.9433
-28.0905;32.9223
-28.1078;32.9009
-28.1338;32.8689
-28.1592;32.8478
-28.1847;32.8268
-28.21;32.8056
-28.2354;32.7845
-28.261;32.7521
-28.2862;32.7307
-28.3033;32.7092
-28.3286;32.688
-28.3542;32.6556
-28.3795;32.6344
-28.4049;32.6133
-28.4302;32.5921
-28.4474;32.5706
-28.4734;32.5385
-28.4991;32.5177
-28.525;32.4971
-28.5505;32.4762
-28.5761;32.4552
-28.6017;32.4343
-28.6277;32.4022
-28.6533;32.3813
-28.6788;32.3604
-28.6961;32.339
-28.7222;32.3069
-28.7477;32.286
-28.7734;32.2652
-28.7993;32.2445
-28.8253;32.224
-28.8516;32.1922
-28.8773;32.1714
-28.9033;32.1509
-28.9299;32.1194
-28.956;32.099
-28.9822;32.0787
-29.0086;32.0586
-29.0349;32.0383
-29.0616;32.0069
-29.0798;31.9863
-29.1059;31.9659
-29.1403;31.946
-29.1591;31.9144
-29.1853;31.8941
-29.2117;31.874
-29.2383;31.8539
-29.2653;31.8228
-29.2919;31.8028
-29.3186;31.7829
-29.3454;31.7632
-29.3725;31.7322
-29.3994;31.7124
-29.4262;31.6926
-29.4535;31.6618
-29.4724;31.6418
-29.4993;31.622
-29.5262;31.6024
-29.5537;31.5716
-29.5807;31.552
-29.6075;31.5322
-29.6343;31.5123
-29.6617;31.4815
-29.6887;31.4619
-29.7076;31.4419
-29.7349;31.4225
-29.7627;31.392
-29.7898;31.3725
-29.8171;31.353
-29.8364;31.3334
-29.8646;31.3033
-29.8924;31.2842
-29.9201;31.2652
-29.9483;31.2351
-29.9762;31.2161
-29.9963;31.1971
-30.0242;31.1782
-30.0526;31.1481
-30.0805;31.1292
-30.1006;31.1101
-30.1288;31.0914
-30.1573;31.0615
-30.1854;31.0427
-30.2133;31.0237
-30.2339;30.9935
-30.2625;30.975
-30.2911;30.9567
-30.3114;30.9377
-30.3404;30.9081
-30.369;30.8896
-30.3899;30.8711
-30.4194;30.8418
-30.4484;30.8236
-30.4699;30.7941
-30.4992;30.7762
-30.5286;30.7582
-30.5498;30.7399
-30.5795;30.7107
-30.6087;30.6925
-30.6305;30.6631
-30.66;30.6452
-30.6817;30.6157
-30.7112;30.5977
-30.7406;30.5796
-30.7623;30.5501
-30.7916;30.5319
-30.8133;30.5023
-30.8427;30.4842
-30.864;30.4657
-30.8941;30.4366
-30.9156;30.4182
-30.9458;30.3891
-30.9673;30.3707
-30.9976;30.3417
-31.0193;30.3234
-31.0497;30.2944
-31.0718;30.2763
-31.1022;30.2473
-31.1243;30.2292
-31.1551;30.2004
-31.1775;30.1824
-31.2004;30.1533
-31.2312;30.1245
-31.2535;30.1064
-31.2843;30.0775
-31.3066;30.0594
-31.3291;30.0299
-31.3589;30.0116
-31.3812;29.982
-31.403;29.9635
-31.4255;29.934
-31.4555;29.9158
-31.478;29.8863
-31.5008;29.8569
-31.5235;29.8388
-31.5545;29.8098
-31.5772;29.7917
-31.6006;29.7625
-31.6235;29.7445
-31.6547;29.7154
-31.6781;29.6862
-31.7009;29.668
-31.7243;29.6388
-31.7476;29.6095
-31.7701;29.591
-31.7931;29.5614
-31.8157;29.543
-31.8386;29.5133
-31.8616;29.4837
-31.8922;29.4655
-31.9152;29.4358
-31.9296;29.4055
-31.9517;29.3867
-31.9742;29.3567
-31.9965;29.3379
-32.0192;29.3079
-32.0421;29.2781
-32.0645;29.2593
-32.0878;29.2296
-32.1112;29.2
-32.1342;29.1814
-32.1497;29.1515
-32.1733;29.1219
-32.1972;29.0923
-32.2207;29.0739
-32.2371;29.0443
-32.2615;29.015
-32.2856;28.9968
-32.3098;28.9673
-32.3339;28.9376
-32.3575;28.9191
-32.3733;28.889
-32.3972;28.8593
-32.4126;28.829
-32.4283;28.7988
-32.4514;28.7799
-32.4754;28.7501
-32.491;28.7198
-32.5146;28.701
-32.5385;28.6711
-32.5546;28.6409
-32.5785;28.6222
-32.5949;28.5921
-32.6198;28.5625
-32.6446;28.5328
-32.6604;28.5137
-32.6843;28.4835
-32.7;28.453
-32.7162;28.4226
-32.7403;28.3925
-32.7556;28.373
-32.78;28.3316
-32.7957;28.3122
-32.812;28.2818
-32.8363;28.2516
-32.8525;28.221
-32.8767;28.1907
-32.8923;28.1711
-32.917;28.141
-32.9334;28.1104
-32.9495;28.0796
-32.9736;28.0492
-32.9899;28.0184
-33.0064;27.9877
-33.0223;27.9681
-33.039;27.9374
-33.0555;27.9066
-33.0801;27.8762
-33.0968;27.8454
-33.1138;27.8147
-33.1309;27.784
-33.1478;27.7531
-33.1647;27.7223
-33.1817;27.6915
-33.1985;27.6605
-33.2233;27.6299
-33.2394;27.6099
-33.2562;27.5789
-33.2729;27.5478
-33.2895;27.5167
-33.3061;27.4855
-33.3225;27.4542
-33.3314;27.4228
-33.3483;27.3916
-33.365;27.3603
-33.382;27.3291
-33.399;27.2978
-33.416;27.2666
-33.4328;27.2352
-33.4498;27.2039
-33.4667;27.1725
-33.4759;27.1296
-33.4844;27.0977
-33.5013;27.0662
-33.5181;27.0347
-33.5352;27.0032
-33.5519;26.9716
-33.5604;26.9396
-33.5773;26.9079
-33.594;26.8762
-33.6107;26.8445
-33.6198;26.8013
-33.6365;26.7695
-33.6536;26.7378
-33.6626;26.7056
-33.6797;26.6738
-33.6968;26.642
-33.7058;26.6098
-33.7227;26.5779
-33.7319;26.5456
-33.7491;26.5136
-33.7582;26.4702
-33.7668;26.4377
-33.7838;26.4057
-33.7926;26.3732
-33.8099;26.3411
-33.8194;26.3087
-33.837;26.2654
-33.8458;26.2328
-33.8632;26.2006
-33.8724;26.168
-33.8817;26.1353
-33.8907;26.1027
-33.9083;26.0703
-33.9177;26.0376
-33.9272;26.0049
-33.9445;25.9725
-33.9534;25.9396
-33.9625;25.8956
-33.9714;25.8627
-33.9805;25.8298
-33.9899;25.7968
-33.9994;25.7639
-34.0172;25.7312
-34.0269;25.6871
-34.0362;25.654
-34.045;25.6209
-34.0532;25.5878
-34.0615;25.5546
-34.07;25.5103
-34.078;25.4771
-34.0863;25.4438
-34.0944;25.4106
-34.1029;25.3773
-34.112;25.344
-34.121;25.3106
-34.1304;25.2661
-34.1397;25.2327
-34.1489;25.1992
-34.1584;25.1657
-34.1675;25.1322
-34.1768;25.0875
-34.1857;25.054
-34.1944;25.0204
-34.2035;24.9867
-34.2125;24.9531
-34.2135;24.919
-34.2225;24.8853
-34.2323;24.8404
-34.2417;24.8066
-34.251;24.7727
-34.2519;24.7385
-34.2613;24.7046
-34.2713;24.6596
-34.2805;24.6256
-34.2814;24.5913
-34.2909;24.5573
-34.3004;24.5121
-34.3015;24.4777
-34.3107;24.4436
-34.3121;24.398
-34.3292;24.3642
-34.3302;24.3297
-34.3398;24.2843
-34.3407;24.2497
-34.3498;24.2154
-34.3511;24.1697
-34.3522;24.135
-34.3533;24.1002
-34.3631;24.0546
-34.3644;24.0198
-34.3744;23.9741
-34.3758;23.9392
-34.3852;23.9046
-34.3873;23.8584
-34.3889;23.8234
-34.3906;23.7772
-34.3997;23.7425
-34.4014;23.6963
-34.4024;23.6612
-34.4044;23.6148
-34.4056;23.5796
-34.4069;23.5333
-34.4081;23.498
-34.4097;23.4516
-34.4107;23.4163
-34.4121;23.3698
-34.4129;23.3345
-34.4141;23.288
-34.4147;23.2527
-34.4157;23.2062
-34.4167;23.1707
-34.4183;23.1241
-34.4107;23.0883
-34.4117;23.0417
-34.4125;22.9951
-34.4127;22.9597
-34.4055;22.9127
-34.4059;22.8771
-34.4066;22.8304
-34.3991;22.7834
-34.3994;22.7478
-34.3919;22.7008
-34.3918;22.6652
-34.3837;22.6183
-34.3835;22.5717
-34.3836;22.536
-34.376;22.4889
-34.3757;22.4532
-34.3672;22.4063
-34.3663;22.3708
-34.358;22.3238
-34.3492;22.2879
-34.3401;22.241
-34.3383;22.2058
-34.329;22.159
-34.3193;22.1233
-34.3176;22.077
-34.3076;22.0413
-34.2977;22.0056
-34.2965;21.9591
-34.2868;21.9233
-34.2778;21.8763
-34.2765;21.8407
-34.2671;21.8047
-34.2579;21.7577
-34.2568;21.722
-34.2475;21.6859
-34.2384;21.6389
-34.2365;21.6034
-34.2267;21.5675
-34.2254;21.5318
-34.216;21.4847
-34.2058;21.4489
-34.2032;21.4137
-34.1921;21.3782
-34.1815;21.3316
-34.1705;21.296
-34.1594;21.2605
-34.148;21.2252
-34.1367;21.1897
-34.1343;21.1434
-34.1236;21.1077
-34.1128;21.072
-34.1024;21.0361
-34.1005;21.0005
-34.0907;20.9534
-34.0801;20.9176
-34.0778;20.8821
-34.067;20.8463
-34.0561;20.7997
-34.0451;20.764
-34.026;20.7279
-34.0151;20.6922
-34.0039;20.6566
-33.9927;20.6209
-33.9822;20.5741
-33.9709;20.5385
-33.9597;20.5028
-33.9481;20.4673
-33.9366;20.4318
-33.9255;20.3852
-33.9218;20.3501
-33.9097;20.3148
-33.8973;20.2797
-33.8769;20.2441
-33.8652;20.2086
-33.8535;20.1732
-33.8426;20.1264
-33.8316;20.0906
-33.8205;20.0547
-33.8095;20.0189
